"id-système (xml:c/@id) ";"cote (xml:unitid) ";"unittitle ";"unitdate ";" date-normalisee ";"extent ";"dimensions ";"première image";"dernière image";"Lien première image";"Lien dernière image"
"c-c3jwspfjg-15j8s7i7milw3 ";"AG//SPH/59 ";"Reportage n° 2032 / Audience de Hussein, roi de Jordanie. ";"22 mai 1968 ";" 1968-05-22 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7174_L.jpg";"FRAN_0158_7179_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7174_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7179_L.jpg "
"c-c3zh71nt6--359594eub894 ";"AG//SPH/59 ";"Reportage n° 2033 / Remise des lettres de créance par Robert Sargent Shriver, ambassadeur des États-Unis en France. ";"25 mai 1968 ";" 1968-05-25 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_7180_L.jpg";"FRAN_0158_7183_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7180_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7183_L.jpg "
"c-c4dx2wezd-17laa9amxrnpd ";"AG//SPH/59 ";"Reportage n° 2034 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, à la veille du second tour de scrutin des élections législatives. ";"29 juin 1968 ";" 1968-06-29 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_7184_L.jpg";"FRAN_0158_7187_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7184_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7187_L.jpg "
"c-c4wa1r2py--1tqgngu8a3706 ";"AG//SPH/59 ";"Reportage n° 2035 / Déjeuner en l’honneur d’Ahmadou Ahidjo, président du Cameroun. ";"4 juillet 1968 ";" 1968-07-04 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_7188_L.jpg";"FRAN_0158_7195_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7188_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7195_L.jpg "
"c-c5cri7mo5--16rb6rxc6xeao ";"AG//SPH/59 ";"Reportage n° 2036 / Remise des lettres de créance par Julio C. Quintana Villanueva, ambassadeur du Nicaragua en France, et par Hasan Fikret Isik, ambassadeur de Turquie en France. ";"6 juillet 1968 ";" 1968-07-06 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7196_L.jpg";"FRAN_0158_7201_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7196_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7201_L.jpg "
"c-c5s2x2ncq-48f2h9m7t5cw ";"AG//SPH/59 ";"Reportage n° 2037 / Présentation du Gouvernement Maurice Couve de Murville. ";"13 juillet 1968 ";" 1968-07-13 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_7202_L.jpg";"FRAN_0158_7203_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7202_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7203_L.jpg "
"c-c66r6wja2--ijwi9onx0qq1 ";"AG//SPH/59 ";"Reportage n° 2038 / Fête nationale. ";"14 juillet 1968 ";" 1968-07-14 ";"27 négatifs ";"6 x 6 cm ";"FRAN_0158_7204_L.jpg";"FRAN_0158_7230_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7204_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7230_L.jpg "
"c-c6o0j8j7l-scy6ualds26b ";"AG//SPH/59 ";"Reportage n° 2039 / Voyage en France du général Aboubacar Sangoulé Lamizana, président de Haute-Volta. ";"15 juillet 1968 ";" 1968-07-15 ";"7 négatifs ";"6 x 6 cm ";"FRAN_0158_7231_L.jpg";"FRAN_0158_7237_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7231_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7237_L.jpg "
"c-c73woxn2n-7bm4kq6tv5bq ";"AG//SPH/59 ";"Reportage n° 2040 / Voyage en France de Takeo Miki, ministre des Affaires étrangères du Japon. ";"19 juillet 1968 ";" 1968-07-19 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_7238_L.jpg";"FRAN_0158_7241_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7238_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7241_L.jpg "
"c-c7nnhauji-1ud2wsiie9vd6 ";"AG//SPH/59 ";"Reportage n° 2041 / Déjeuner en l’honneur d’Aboubacar Sangoulé Lamizana, président de Haute-Volta, et de Philibert Tsiranana, président de la République malgache. ";"23 juillet 1968 ";" 1968-07-23 ";"9 négatifs ";"6 x 6 cm ";"FRAN_0158_7242_L.jpg";"FRAN_0158_7250_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7242_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7250_L.jpg "
"c-c83u6xo2d-1evmt4phnlmgh ";"AG//SPH/59 ";"Reportage n° 2042 / Voyage en France du prince Souvanna Phouma, Premier ministre du Laos. ";"23 juillet 1968 ";" 1968-07-23 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_7251_L.jpg";"FRAN_0158_7253_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7251_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7253_L.jpg "
"c-cts2h0gpa--annu5dgtd17x ";"AG//SPH/59 ";"Reportage n° 2043 / Remise des lettres de créance par Guy Forget, ambassadeur de Maurice en France, et par Sigismund von Braun, ambassadeur de la République fédérale d’Allemagne [RFA] en France. ";"26 juillet 1968 ";" 1968-07-26 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7254_L.jpg";"FRAN_0158_7259_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7254_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7259_L.jpg "
"c-cu95n1jxx-1k92hjf8juiq3 ";"AG//SPH/59 ";"Reportage n° 2044 / Voyage en France de Léopold Sédar Senghor, président du Sénégal. ";"30 juillet 1968 ";" 1968-07-30 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_7260_L.jpg";"FRAN_0158_7264_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7260_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7264_L.jpg "
"c-cup5wipet-1rbw2olbdmbdj ";"AG//SPH/59 ";"Reportage n° 2045 / Audience accordée à Vilém Pithart, ambassadeur de Tchécoslovaquie en France. ";"24 août 1968 ";" 1968-08-24 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_7265_L.jpg";"FRAN_0158_7269_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7265_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7269_L.jpg "
"c-cv69e52iv-dy1cwseik5m1 ";"AG//SPH/60 ";"Reportage n° 2046 / Audience accordée à Arnulfo Arias, président du Panama. ";"3 septembre 1968 ";" 1968-09-03 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_7270_L.jpg";"FRAN_0158_7277_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7270_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7277_L.jpg "
"c-cvnmmv0gr--1dpnlcj56fys6 ";"AG//SPH/60 ";"Reportage n° 2047 / Conférence de presse du général de Gaulle, tenue à l’Élysée, sur la crise de la société et la nécessité d’instaurer largement la « participation », le remplacement de Georges Pompidou à la tête du Gouvernement, la réforme du Sénat, la décentralisation, la réforme de l’Université, la guerre du Biafra et l’intervention de l’armée soviétique en Tchécoslovaquie. ";"9 septembre 1968 ";" 1968-09-09 ";"12 négatifs ";"6 x 6 cm ";"FRAN_0158_7285_L.jpg";"FRAN_0158_7296_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7285_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7296_L.jpg "
"c-cw8x3hegg-1xnrw1cpr3oxq ";"AG/5(1)/1057, AG//SPH/60 ";"Reportage n° 2048 / Remise des lettres de créance par Isaac Chulu Mumpansha, ambassadeur de Zambie en France, et par Péter Mod, ambassadeur de Hongrie en France. ";"13 septembre 1968 ";" 1968-09-13 ";"1 positif et 6 négatifs ";"6 x 6 cm ";"FRAN_0158_7278_L.jpg";"FRAN_0158_7284_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7278_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7284_L.jpg "
"c-cwnchv69c--1rjmew0yu2zxu ";"AG//SPH/60 ";"Reportage n° 2049 / Voyage en France de Kenneth Kaunda, président de Zambie, et de son épouse. ";"17 septembre 1968 ";" 1968-09-17 ";"12 négatifs ";"6 x 6 cm ";"FRAN_0158_7297_L.jpg";"FRAN_0158_7308_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7297_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7308_L.jpg "
"c-cx7nonux9-u8ufeq0jzvpe ";"AG//SPH/60 ";"Reportage n° 2050 / Voyage en France de Hamani Diori, président du Niger. ";"18 septembre 1968 ";" 1968-09-18 ";"7 négatifs ";"6 x 6 cm ";"FRAN_0158_7309_L.jpg";"FRAN_0158_7315_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7309_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7315_L.jpg "
"c-cxld7c03g-rml2oaxjl3pm ";"AG//SPH/60 ";"Reportage n° 2051 / Déjeuner en l’honneur de Moktar Ould Daddah, président de Mauritanie. ";"19 septembre 1968 ";" 1968-09-19 ";"4 négatifs ";"6 x 6 cm ";"FRAN_0158_7316_L.jpg";"FRAN_0158_7319_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7316_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7319_L.jpg "
"c-d8v8sm7w2--19lrotvwm43kn ";"AG//SPH/60 ";"Reportage n° 2052 / Voyage en France d’Émile Derlin Zinsou, président du Dahomey. ";"[septembre 1968] ";" 1968-09-01/1968-09-30 ";"5 négatifs ";"6 x 6 cm ";"FRAN_0158_7320_L.jpg";"FRAN_0158_7324_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7320_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7324_L.jpg "
"c-d9hn2cmal-16i4l65qipb35 ";"AG//SPH/60 ";"Reportage n° 2053 / Voyage en France de Mohamed Ibrahim Egal, Premier ministre de Somalie. ";"20 septembre 1968 ";" 1968-09-20 ";"2 négatifs ";"6 x 6 cm ";"FRAN_0158_7325_L.jpg";"FRAN_0158_7326_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7325_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7326_L.jpg "
"c-d9wuus8ay-4d11tv2rdbwe ";"AG//SPH/60 ";"Reportage n° 2054 / Remise des lettres de créance par Mohammed Hafez Ismaïl, ambassadeur de la République arabe unie en France, et par Christopher Soames, ambassadeur de Grande-Bretagne en France. ";"21 septembre 1968 ";" 1968-09-21 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7327_L.jpg";"FRAN_0158_7332_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7327_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7332_L.jpg "
"c-dae8vlcrv-h5a8no7gfsyz ";"AG//SPH/60 ";"Reportage n° 2055 / Déjeuner en l'honneur de Moktar Ould Daddah, président de Mauritanie, et d’Émile Derlin Zinsou, président du Dahomey. ";"21 septembre 1968 ";" 1968-09-21 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7333_L.jpg";"FRAN_0158_7338_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7333_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7338_L.jpg "
"c-datb546ry--sdz4wdc8nd9f ";"AG//SPH/60 ";"Reportage n° 2056 / Remise de décoration à Jacques Rueff, de l'Académie française. ";"24 septembre 1968 ";" 1968-09-24 ";"10 négatifs ";"6 x 6 cm ";"FRAN_0158_7339_L.jpg";"FRAN_0158_7348_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7339_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7348_L.jpg "
"c-db7a2zgx9--1ckx7vlw7r2tw ";"AG//SPH/60 ";"Reportage n° 2057 / Réception à l'occasion de l'assemblée générale de l'Association internationale des parlementaires de langue française, Grand Trianon, château de Versailles. ";"26 septembre 1968 ";" 1968-09-26 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_7349_L.jpg";"FRAN_0158_7356_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7349_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7356_L.jpg "
"c-dbnggt2fn-4hvx75lbl9gy ";"AG//SPH/60 ";"Reportage n° 2058 / Déjeuner en l’honneur des délégués du congrès des clubs Richelieu. ";"1er octobre 1968 ";" 1968-10-01 ";"8 négatifs ";"6 x 6 cm ";"FRAN_0158_7357_L.jpg";"FRAN_0158_7364_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7357_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7364_L.jpg "
"c-dc3fij4lf--1kzskeif7c89m ";"AG//SPH/60 ";"Reportage n° 2059 / Chasse en forêt de Marly-le-Roi. ";"3 octobre 1968 ";" 1968-10-03 ";"26 négatifs ";"6 x 6 cm ";"FRAN_0158_7365_L.jpg";"FRAN_0158_7390_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7365_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7390_L.jpg "
"c-dcioqj4dl-1jgjccqomsuco ";"AG//SPH/60 ";"Reportage n° 2059bis / Déjeuner en l’honneur d’Hamani Diori, président du Niger. ";"5 octobre 1968 ";" 1968-10-05 ";"9 négatifs ";"6 x 6 cm ";"FRAN_0158_7391_L.jpg";"FRAN_0158_7399_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7391_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7399_L.jpg "
"c-dcwb4uwb6-1ku2ybwvd205m ";;"Reportage n° 2060 / Reportage vacant. ";;"  ";;;"no link ";" ";;
"c-dd0nzbmlo--1ansod7vdnpyv ";"AG//SPH/60 ";"Reportage n° 2061 / Chasse en forêt de Rambouillet. ";"10 octobre 1968 ";" 1968-10-10 ";"28 négatifs ";"6 x 6 cm ";"FRAN_0158_7400_L.jpg";"FRAN_0158_7427_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7400_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7427_L.jpg "
"c-ddg55poc5--oxo4vfr8nk05 ";"AG//SPH/60 ";"Reportage n° 2062 / Audience d’Alain Poher, président du Sénat. ";"16 octobre 1968 ";" 1968-10-16 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7428_L.jpg";"FRAN_0158_7433_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7428_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7433_L.jpg "
"c-ddvlls8aq--pgw6ciii2k0 ";"AG//SPH/60-AG//SPH/61 ";"Reportage n° 2063 / Chasse en forêt de Rambouillet (corps diplomatique, dont : baron Sigismund von Braun, ambassadeur de la RFA en France ; M. Bourges ; Robert Sargent Shriver, ambassadeur des États-Unis en France ; Christopher Soames, ambassadeur de Grande-Bretagne en France ; Shri Chandra Shekhar Jha, ambassadeur de l’Inde en France ; Jean de Lipowski, secrétaire d’État aux Affaires étrangères ; Pierre Dupont, ambassadeur de Suisse en France). ";"17 octobre 1968 ";" 1968-10-17 ";"40 négatifs ";"6 x 6 cm ";"FRAN_0158_7434_L.jpg";"FRAN_0158_7473_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7434_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7473_L.jpg "
"c-deepq68sg--x5e1rh6gp0hq ";"AG//SPH/61 ";"Reportage n° 2064 / Voyage en France de Hussein, roi de Jordanie. ";"22 octobre 1968 ";" 1968-10-22 ";"1 négatif ";"6 x 6 cm ";"FRAN_0158_7474_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7474_L.jpg ";
"c-derwz1v53--5jnsdrh8ljs0 ";"AG//SPH/61 ";"Reportage n° 2065 / Chasse en forêt de Marly-le-Roi. ";"24 octobre 1968 ";" 1968-10-24 ";"16 négatifs ";"6 x 6 cm ";"FRAN_0158_7475_L.jpg";"FRAN_0158_7490_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7475_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7490_L.jpg "
"c-df8rkypik--198m8bm0a8gcu ";"AG//SPH/61 ";"Reportage n° 2066 / Chasse en forêt de Rambouillet. ";"31 octobre 1968 ";" 1968-10-31 ";"17 négatifs ";"6 x 6 cm ";"FRAN_0158_7491_L.jpg";"FRAN_0158_7507_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7491_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7507_L.jpg "
"c-dfnqfpaue-17nzjhlpalt9t ";"AG//SPH/61 ";"Reportage n° 2067 / Chasse en forêt de Marly-le-Roi. ";"7 novembre 1968 ";" 1968-11-07 ";"14 négatifs ";"6 x 6 cm ";"FRAN_0158_7508_L.jpg";"FRAN_0158_7521_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7508_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7521_L.jpg "
"c-dg4gtgae1-wk0vscuu7q5a ";"AG//SPH/61 ";"Reportage n° 2068 / Déjeuner en l’honneur d’Albert-Bernard Bongo, président du Gabon. ";"12 novembre 1968 ";" 1968-11-12 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_7559_L.jpg";"FRAN_0158_7561_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7559_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7561_L.jpg "
"c-dgj64pzq6--3k22jfmaaono ";"AG//SPH/61 ";"Reportage n° 2069 / Chasse en forêt de Rambouillet. ";"14 novembre 1968 ";" 1968-11-14 ";"22 négatifs ";"6 x 6 cm ";"FRAN_0158_7522_L.jpg";"FRAN_0158_7543_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7522_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7543_L.jpg "
"c-dh1o76naw--9syh03yspdrd ";"AG//SPH/61 ";"Reportage n° 2070 / Déjeuner en l’honneur de Saïd Mohamed Cheikh, président du Conseil du Gouvernement des Comores. ";"15 novembre 1968 ";" 1968-11-15 ";"7 négatifs ";"6 x 6 cm ";"FRAN_0158_7544_L.jpg";"FRAN_0158_7547_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7544_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7547_L.jpg "
"c-dhoh18z4y-1c5eaywpae3ml ";"AG//SPH/61 ";"Reportage n° 2071 / Audience du cardinal François Marty, archevêque de Paris. ";"15 novembre 1968 ";" 1968-11-15 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_7562_L.jpg";"FRAN_0158_7564_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7562_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7564_L.jpg "
"c-di36i1fax-5qvqc921aujy ";"AG//SPH/61 ";"Reportage n° 2072 / Chasse en forêt de Rambouillet. ";"21 novembre 1968 ";" 1968-11-21 ";"18 négatifs ";"6 x 6 cm ";"FRAN_0158_7548_L.jpg";"FRAN_0158_7549_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7548_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7549_L.jpg "
"c-dip7203ru-119vcilij9ybo ";"AG//SPH/61 ";"Reportage n° 2073 / Remise des lettres de créance par Edouard Ebouka Babackas, ambassadeur du Congo-Brazzaville en France, par Rafaël Molina Urena, ambassadeur de la République dominicaine en France, et par Samiulla Khan Dehlavi, ambassadeur du Pakistan en France. ";"22 novembre 1968 ";" 1968-11-22 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7553_L.jpg";"FRAN_0158_7558_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7553_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7558_L.jpg "
"c-dj8jcktwq--41qnli4uwi6l ";"AG//SPH/61 ";"Reportage n° 2074 / Chasse en forêt de Marly-le-Roi. ";"28 novembre 1968 ";" 1968-11-28 ";"16 négatifs ";"6 x 6 cm ";"FRAN_0158_7565_L.jpg";"FRAN_0158_7580_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7565_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7580_L.jpg "
"c-djptjqqii--1fqijnumu4x9d ";"AG//SPH/61 ";"Reportage n° 2075 / Chasse en forêt de Rambouillet. ";"5 décembre 1968 ";" 1968-12-05 ";"20 négatifs ";"6 x 6 cm ";"FRAN_0158_7597_L.jpg";"FRAN_0158_7609_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7597_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7609_L.jpg "
"c-dkw2wfsd9--st8d0tfrwurv ";"AG//SPH/61 ";"Reportage n° 2076 / Déjeuner en l’honneur de Robert Sargent Shriver, ambassadeur des États-Unis en France, et de son épouse. ";"10 décembre 1968 ";" 1968-12-10 ";"3 négatifs ";"6 x 6 cm ";"FRAN_0158_7625_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7625_L.jpg ";
"c-dlgo8fjlx--1e8caicjenwr4 ";"AG//SPH/62 ";"Reportage n° 2077 / Arbre de Noël pour les enfants du personnel de la présidence de la République et de la Communauté et pour les enfants des écoles de Paris. ";"12 décembre 1968 ";" 1968-12-12 ";"10 négatifs ";"6 x 6 cm ";"FRAN_0158_7654_L.jpg";"FRAN_0158_7662_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7654_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7662_L.jpg "
"c-dm24jyz35--1b0in769qme7j ";"AG//SPH/62 ";"Reportage n° 2078 / Chasse en forêt de Marly-le-Roi. ";"19 décembre 1968 ";" 1968-12-19 ";"13 négatifs ";"6 x 6 cm ";"FRAN_0158_7663_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7663_L.jpg ";
"c-dml4x1hlf-1nsbcjwkl4eym ";"AG//SPH/61 ";"Reportage n° 2079 / Déjeuner en l’honneur des médaillés olympiques. ";"19 décembre 1968 ";" 1968-12-19 ";"13 négatifs ";"6 x 6 cm ";"FRAN_0158_7610_L.jpg ";" ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7610_L.jpg ";
"c-dnzdkw4oj--19wx7qezbdu85 ";"AG//SPH/61-AG//SPH/62 ";"Reportage n° 2080 / Allocution radiodiffusée et télévisée du général de Gaulle, prononcée à l’Élysée, où il indique les objectifs de son Gouvernement dans les mois à venir, et présente ses vœux aux Français. ";"31 décembre 1968 ";" 1968-12-31 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7633_L.jpg";"FRAN_0158_7638_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7633_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7638_L.jpg "
"c-dod8j4ptm-1nwf43ajlr7tb ";"AG//SPH/62 ";"Reportage n° 2081 / Vœux des corps constitués. ";"1er janvier 1969 ";" 1969-01-01 ";"9 négatifs ";"6 x 6 cm ";"FRAN_0158_7639_L.jpg";"FRAN_0158_7647_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7639_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7647_L.jpg "
"c-dotufn72b--12g8rv0gnr22q ";"AG//SPH/62 ";"Reportage n° 2082 / Vœux du corps diplomatique. ";"1er janvier 1969 ";" 1969-01-01 ";"6 négatifs ";"6 x 6 cm ";"FRAN_0158_7648_L.jpg";"FRAN_0158_7653_L.jpg ";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7648_L.jpg";"..\De Gaulle - reportages photographiques (1959-1969) - Archives numérisées\FRAN_0158_7653_L.jpg "
