"C Id";"Unitid parent";"Unitid";"Unittitle";"Unitdate";"Nombre photographies";"Première photo";"Dossier";"URL";"Dernière photo lot";"Dossier dernière photo";"URL 2"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";1;"Passation de pouvoir entre Jacques Chirac et Michel Rocard";"10 mai 1988";5;"FRAN_0157_0001_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0001_L.jpg";"FRAN_0157_0005_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0005_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";2;"Membres du premier gouvernement de Michel Rocard";"13 mai 1988";1;"FRAN_0157_0006_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0006_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";3;"Conférence de presse de Michel Rocard";"13 mai 1988";1;"FRAN_0157_0007_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0007_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";4;"Entretien avec Louis Le Pensec";"17 mai 1988";1;"FRAN_0157_0008_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0008_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";5;"Michel Rocard et les membres du gouvernement";"17 mai 1988";5;"FRAN_0157_0009_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0009_L.jpg";"FRAN_0157_0013_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0013_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";6;"Rencontre entre Michel Rocard et Pierre Mauroy";"17 mai 1988";2;"FRAN_0157_0014_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0014_L.jpg";"FRAN_0157_0015_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0015_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";7;"Délégation pour la Nouvelle-Calédonie";"18 mai 1988";1;"FRAN_0157_0016_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0016_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";8;"Interview de Jean-Paul Huchon, directeur du cabinet de Michel Rocard";"19 mai 1988";1;"FRAN_0157_0017_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0017_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";9;"Membres du cabinet de Michel Rocard";"19 mai 1988";2;"FRAN_0157_0018_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0018_L.jpg";"FRAN_0157_0019_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0019_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";10;"Michel Rocard et James Baker, secrétaire du Trésor des États-Unis";"19 mai 1988";2;"FRAN_0157_0020_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0020_L.jpg";"FRAN_0157_0021_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0021_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";11;"Michel Rocard et Alain Poher, président du Sénat";"19 mai 1988";1;"FRAN_0157_0022_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0022_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";12;"Entretien avec Pierre Bérégovoy";"20 mai 1988";1;"FRAN_0157_0023_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0023_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";13;"Entretien avec Laurent Fabius";"20 mai 1988";1;"FRAN_0157_0024_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0024_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";14;"Entretien avec Jack Lang";"20 mai 1988";1;"FRAN_0157_0025_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0025_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";15;"Entretien avec Antoine Bonnemaison";"20 mai 1988";1;"FRAN_0157_0026_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0026_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";16;"Entretien avec Lionel Stoleru";"20 mai 1988";1;"FRAN_0157_0027_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0027_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";17;"Michel Rocard et les secrétaires d'État";"20 mai 1988";2;"FRAN_0157_0028_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0028_L.jpg";"FRAN_0157_0029_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0029_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";18;"Michel Rocard avec les candidats des Yvelines";"20 mai 1988";2;"FRAN_0157_0030_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0030_L.jpg";"FRAN_0157_0031_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0031_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";19;"Michel Rocard et Ovadia Soffer, ambassadeur d'Israël";"24 mai 1988";1;"FRAN_0157_0032_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0032_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";20;"Michel Rocard et Branko Mikulic, Premier ministre de Yougoslavie";"24 mai 1988";1;"FRAN_0157_0033_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0033_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";21;"Réunion avec la Confédération générale des cadres (CGC)";"26 mai 1988";1;"FRAN_0157_0034_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0034_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";22;"Réunion avec Force ouvrière";"26 mai 1988";2;"FRAN_0157_0035_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0035_L.jpg";"FRAN_0157_0036_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0036_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";23;"Michel Rocard et Brian Mulmorey, Premier ministre du Canada";"26 mai 1988";1;"FRAN_0157_0037_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0037_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";24;"Michel Rocard et l'ambassadeur d'Algérie";"26 mai 1988";1;"FRAN_0157_0038_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0038_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";25;"Réunion avec la Confédération générale des travailleurs (CGT)";"27 mai 1988";2;"FRAN_0157_0039_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0039_L.jpg";"FRAN_0157_0040_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0040_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";26;"Michel Rocard avec Eduardo Pesqueira Oléa, ministre de l'Agriculture du Mexique";"28 mai 1988";1;"FRAN_0157_0041_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0041_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";27;"Réunion avec la Confédération des travailleurs chrétien (CFTC)";"30 mai 1988";1;"FRAN_0157_0042_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0042_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";28;"Réunion avec la Confédération des petites et moyennes entreprises (CGPME)";"30 mai 1988";1;"FRAN_0157_0043_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0043_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";29;"Réunion avec le Conseil national du patronat français (CNPF)";"31 mai 1988";1;"FRAN_0157_0044_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0044_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";30;"Réunion avec la Confédération française démocratique du travail (CFDT)";"31 mai 1988";1;"FRAN_0157_0045_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0045_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";31;"Déplacement de Michel Rocard à Marseille (Bouches-du-Rhône)";"31 mai 1988";7;"FRAN_0157_0046_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0046_L.jpg";"FRAN_0157_0052_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0052_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";32;"Réunion avec la Fédération de l'Éducation nationale (FEN)";"1er juin 1988";2;"FRAN_0157_0053_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0053_L.jpg";"FRAN_0157_0054_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0054_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";33;"Michel Rocard et Robert Badinter, président du Conseil constitutionnel";"2 juin 1988";1;"FRAN_0157_0055_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0055_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";34;"Visite de Luigi de Mita, Premier ministre d'Italie";"3 juin 1988";1;"FRAN_0157_0056_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0056_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";35;"Déclaration de Michel Rocard pour les élections législatives de 1988";"5 juin 1988";1;"FRAN_0157_0057_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0057_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";36;"Michel Rocard et René Teulade, président de la Mutualité française";"6 juin 1988";1;"FRAN_0157_0058_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0058_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";37;"Visite de Noboru Takeshita, Premier ministre du Japon";"6 juin 1988";6;"FRAN_0157_0059_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0059_L.jpg";"FRAN_0157_0064_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0064_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";38;"Visite du marché d'Aligre (Paris)";"7 juin 1988";1;"FRAN_0157_0065_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0065_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";39;"Forum de l'expansion à l'hôtel Méridien";"7 juin 1988";1;"FRAN_0157_0066_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0066_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";40;"Visite au Parc omnisport de Paris Bercy (POPB)";"8 juin 1988";2;"FRAN_0157_0067_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0067_L.jpg";"FRAN_0157_0068_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0068_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";41;"Visite de Margaret Tatcher, Premier ministre du Royaume-Uni";"10 juin 1988";2;"FRAN_0157_0069_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0069_L.jpg";"FRAN_0157_0070_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0070_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";42;"Déclaration de Michel Rocard avant le second tour des élections législatives";"12 juin 1988";1;"FRAN_0157_0071_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0071_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";43;"Collège de France à Matignon";"20 juin 1988";3;"FRAN_0157_0072_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0072_L.jpg";"FRAN_0157_0074_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0074_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";44;"Remise de prix au pavillon Gabriel";"21 juin 1988";2;"FRAN_0157_0075_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0075_L.jpg";"FRAN_0157_0076_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0076_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";45;"Réunion de l'Union nationale des professions libérales (UNAPL)";"23 juin 1988";1;"FRAN_0157_0077_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0077_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";46;"Deuxième gouvernement de Michel Rocard";"29 juin 1988";1;"FRAN_0157_0078_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0078_L.jpg";;;
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";47;"Visite de Felipe Gonzales, Premier ministre d'Espagne";"30 juin 1988";2;"FRAN_0157_0079_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0079_L.jpg";"FRAN_0157_0080_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0080_L.jpg"
"c-1lxlkjd7i--37es6puu3euy";"680AP/400";48;"Réception des parlementaires";"30 juin 1988";12;"FRAN_0157_0081_L.jpg";"680AP_400_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0081_L.jpg";"FRAN_0157_0092_L.jpg";"680AP_400_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_400_1\FRAN_0157_0092_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";1;"Grand jury RTL-Le Monde";"3 juillet 1988";2;"FRAN_0157_0093_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0093_L.jpg";"FRAN_0157_0094_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0094_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";2;"Réunion sur la Nouvelle-Calédonie avec Louis Le Pensec";"5 juillet 1988";1;"FRAN_0157_0095_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0095_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";3;"Réception à l'Institut catholique de Paris avec le chanoine Guiberteau";"5 juillet 1988";2;"FRAN_0157_0096_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0096_L.jpg";"FRAN_0157_0097_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0097_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";4;"Visite de Alexandre Léontieff, président de la Polynésie française";"6 juillet 1988";1;"FRAN_0157_0098_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0098_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";5;"Visite de Saddurin Aga Khan";"12 juillet 1988";1;"FRAN_0157_0099_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0099_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";6;"Réception au ministère des DOM-TOM en présence de Louis Le Pensec et François Mitterrand, président de la République";"13 juillet 1988";1;"FRAN_0157_0100_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0100_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";7;"Revue du 14 juillet";"14 juillet 1988";21;"FRAN_0157_0101_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0101_L.jpg";"FRAN_0157_0121_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0121_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";8;"Entretien avec la Fédération nationale des syndicats des exploitants agricoles (FNSEA)";"19 juillet 1988";1;"FRAN_0157_0122_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0122_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";9;"Mise en place du commissaire au Plan avec Pierre-Yves Cossé";"20 juillet 1988";1;"FRAN_0157_0123_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0123_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";10;"Entretien avec Norodom Sihanouk, prince du Cambodge";"22 juillet 1988";1;"FRAN_0157_0124_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0124_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";11;"Entretien avec l'Union professionnelle artisanale (UPA)";"22 juillet 1988";1;"FRAN_0157_0125_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0125_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";12;"Entretien avec Manfred Wörner, secrétaire général de l'OTAN";"22 juillet 1988";1;"FRAN_0157_0126_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0126_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";13;"Entretien avec France–Albert René, président de la République des Seychelles";"22 juillet 1988";1;"FRAN_0157_0127_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0127_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";14;"Entretien avec Wilfried Martens, Premier ministre belge";"25 juillet 1988";1;"FRAN_0157_0128_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0128_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";15;"Entretien avec François Perigot, président du CNPF";"26 juillet 1988";1;"FRAN_0157_0129_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0129_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";16;"Entretien concernant la Nouvelle-Calédonie avec Louis Le Pensec, Jean Marie Tjibaou et M. Uckewe";"20 août 1988";1;"FRAN_0157_0130_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0130_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";17;"Entretien avec Monsiegneur Casaroli";"2 septembre 1988";1;"FRAN_0157_0131_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0131_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";18;"Entretien avec Michel Camdessus, président du Fond monétaire international (FMI)";"5 septembre 1988";1;"FRAN_0157_0132_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0132_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";19;"Entretien avec Javier Pérez de Cuéllar, secrétaire général de l'ONU";"7 septembre 1988";2;"FRAN_0157_0133_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0133_L.jpg";"FRAN_0157_0134_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0134_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";20;"Entretien avec les élus de Polynésie française";"7 septembre 1988";1;"FRAN_0157_0135_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0135_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";21;"Déplacement à Liévin (Pas-de-Calais)";"12 septembre 1988";8;"FRAN_0157_0136_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0136_L.jpg";"FRAN_0157_0143_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0143_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";22;"Entretien avec Willy Claes, Vice-Premier ministre de Belgique";"13 septembre 1988";1;"FRAN_0157_0144_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0144_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";23;"Arrivée du porte-avion Clémenceau revenant du golfe persique, en rade de Toulon";"16 septembre 1988";11;"FRAN_0157_0145_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0145_L.jpg";"FRAN_0157_0155_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0155_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";24;"Journée porte-ouverte à Matignon";"18 septembre 1988";2;"FRAN_0157_0156_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0156_L.jpg";"FRAN_0157_0157_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0157_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";25;"Hommage à la mémoire de Henri Frenay aux Invalides";"20 septembre 1988";4;"FRAN_0157_0158_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0158_L.jpg";"FRAN_0157_0161_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0161_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";26;"Réunion avec la Chambre de commerce et de l'industrie à Matignon";"22 septembre 1988";1;"FRAN_0157_0162_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0162_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";27;"Entretien avec Alain Juppé";"22 septembre 1988";1;"FRAN_0157_0163_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0163_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";28;"Entretien avec Jack Lang et François Léotard";"22 septembre 1988";1;"FRAN_0157_0164_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0164_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";29;"Entretien avec Georges Marchais";"22 septembre 1988";1;"FRAN_0157_0165_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0165_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";30;"Entretien à Marigny avec l’émir du Koweït, Jaber Al-Ahmad Al-Sabah";"23 septembre 1988";1;"FRAN_0157_0166_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0166_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";31;"Entretien avec Mário Soares, président de la République du Portugal";"23 septembre 1988";2;"FRAN_0157_0167_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0167_L.jpg";"FRAN_0157_0168_L.jpg";"680AP_402_1";"..\Rocard - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0168_L.jpg"
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";32;"Entretien avec Shimon Peres, Premier ministre d’Israël";"23 septembre 1988";1;"FRAN_0157_0169_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0169_L.jpg";;;
"c-1lzw0gstm-1guupicljbuyr";"680AP/402";33;"Entretien avec Arthur Napoleon Raymond Robinson, Premier ministre de Trinité-et-Tobago";"26 septembre 1988";1;"FRAN_0157_0170_L.jpg";"680AP_402_1";"..\Rocards - reportages photographiques - Archives numérisées\680AP_402_1\FRAN_0157_0170_L.jpg";;;
