"id";"unitid";"unittitle";"unitdate";"date-normalisee";"contenu";"Typologie";"Date début discours";"Date fin discours";"Dossier (récolement DAP)";"URL texte OCR"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"S. l., convention nationale du PS.";"discours dactylographié";"Sd";"Sd";"680AP_172_01_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_01_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Dakar (Sénégal), congrès de l'Association mondiale de prospective sociale (AMPS).";"discours dactylographié";22/01/1980;22/01/1980;"680AP_172_02_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_02_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Paris, intervention devant l'Assemblée nationale.";"discours dactylographié";18/08/1980;18/08/1980;"680AP_172_03_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_03_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Lille (Nord), fête de la Rose.";"discours dactylographié";28/09/1980;28/09/1980;"680AP_172_04_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_04_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Egletons (Corrèze), intervention auprès des jeunes.";"discours dactylographié";03/10/1980;03/10/1980;"680AP_172_05_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_05_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Saint-Léonard de Noblat (Haute-Vienne), intervention auprès des militants socialistes.";"discours dactylographié";04/10/1980;04/10/1980;"680AP_172_06_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_06_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Leteil (Ardèche), fête de la Rose.";"discours dactylographié";05/10/1980;05/10/1980;"680AP_172_07_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_07_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Conflans-Sainte-Honorine (Yvelines), intervention auprès des militants socialistes.";"discours dactylographié";19/10/1980;19/10/1980;"680AP_172_08_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_08_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Épinay-sur-Seine (Seine-Saint-Denis), intervention à la section PS d' Épinay.";"discours manuscrit ; documentation";23/10/1980;23/10/1980;"680AP_172_09_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_09_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Madrid (Espagne), congrès de l'International socialiste.";"discours dactylographié";13/11/1980;13/11/1980;"680AP_172_10_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_10_01\ocr_discours.txt"
"c-1oav9y1ms6c--qtc1va9qdih9";"680AP/172";"Janvier-novembre 1980";1980;"1980-01-01/1980-12-31";"Aurillac (Cantal), élections législatives partielles, soutien à René Souchon.";"discours dactylographié annoté";26/11/1980;26/11/1980;"680AP_172_11_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_172_11_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l. , meeting, campagne des élections législatives.";"discours dactylographié";"Sd";"Sd";"680AP_173_01_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_01_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Paris, présentation du budget devant l'Assemblée nationale.";"discours dactylographié";"Sd";"Sd";"680AP_173_02_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_02_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., conférence groupe Rencontres, « Le défi du socialisme ».";"discours dactylographié";12/02/1981;12/02/1981;"680AP_173_03_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_03_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., campagne présidentielle 1981.";"discours dactylographié annoté";14/03/1981;14/03/1981;"680AP_173_04_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_04_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Paris, conférence de l'Association de la presse parlementaire.";"discours dactylographié ; notes manuscrites";18/03/1981;18/03/1981;"680AP_173_05_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_05_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Grenoble (Isère), déplacement pour l'élection présidentielle.";"discours dactylographié annoté ; documentation";16/04/1981;16/04/1981;"680AP_173_06_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_06_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., deuxième tour de l'élection présidentielle, « Appel à voter François Mitterrand ».";"discours dactylographié";07/05/1981;07/05/1981;"680AP_173_07_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_07_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Bordeaux (Gironde), congrès national de la Fédération nationale des coopératives de consommateurs (FNCC).";"discours dactylographié";11/06/1981;11/06/1981;"680AP_173_08_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_08_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Vichy (Allier), congrès des Sociétés coopératives et participatives (SCOP).";"discours dactylographié";18/06/1981;18/06/1981;"680AP_173_09_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_09_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Saint-Nazaire (Loire-Atlantique), déplacement dans le département.";"documentation";06/07/1981;06/07/1981;"#N/D";
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Nantes (Loire-Atlantique), déplacement dans le département, « Pour une nouvelle politique de l'aménagement du territoire ».";"discours dactylographié";06/07/1981;06/07/1981;"680AP_173_11_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_11_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Tours (Indre-et-Loire), assemblée des présidents des Conseils généraux.";"discours dactylographié";16/09/1981;16/09/1981;"680AP_173_12_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_12_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Paris, rencontre nationale de l'Union du crédit coopératif.";"discours dactylographié ; correspondance";23/09/1981;23/09/1981;"680AP_173_13_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_13_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., 5e congrès national du mouvement ETHIC.";"discours dactylographié annoté ; documentation";13/10/1981;13/10/1981;"680AP_173_14_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_14_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Besançon (Doubs), 29e congrès de la Commission nationale d'évaluation du recensement (CNERP).";"discours dactylographié";15/10/1981;15/10/1981;"680AP_173_15_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_15_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Valence (Drôme), congrès du PS.";"discours dactylographié";24/10/1981;24/10/1981;"680AP_173_16_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_16_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Montpellier (Hérault), arrivée et présentation des objectifs et thèmes du voyage.";"discours dactylographié";26/10/1981;26/10/1981;"680AP_173_17_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_17_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Montpellier (Hérault), séance de travail avec le Conseil régional.";"discours dactylographié";26/10/1981;26/10/1981;"680AP_173_17_02";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_17_02\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Saverdun (Ariège), inauguration de la maison départementale de l'Ariège.";"discours dactylographié";29/10/1981;29/10/1981;"680AP_173_18_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_18_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Saverdun (Ariège), mise en place du Comité inter-régional de développement et d'aménagement des Pyrénées.";"discours dactylographié";29/10/1981;29/10/1981;"680AP_173_19_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_19_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Lectoure (Gers), intervention.";"discours dactylographié";29/10/1981;29/10/1981;"680AP_173_20_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_20_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Eysines (Gironde), inauguration de l'avenue « Serge Mallet ».";"discours dactylographié";30/10/1981;30/10/1981;"680AP_173_21_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_21_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Bordeaux (Gironde), intervention devant l'assemblée régionale d'Aquitaine.";"discours dactylographié";30/10/1981;30/10/1981;"680AP_173_22_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_22_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., assemblée du Conservatoire du littoral.";"discours dactylographié ; notes manuscrites";03/11/1981;03/11/1981;"680AP_173_23_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_23_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., inauguration de l'exposition « Vivre et agir dans le Massif central ».";"discours dactylographié";06/11/1981;06/11/1981;"680AP_173_24_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_24_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Conflans-Sainte-Honorine (Yvelines), inauguration du passage souterrain de la gare de Conflans-Sainte-Honorine et baptême d'une rame de TGV.";"discours dactylographié";14/11/1981;14/11/1981;"680AP_173_25_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_25_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Paris, allocution devant le Conseil économique et social.";"discours dactylographié";17/11/1981;17/11/1981;"680AP_173_26_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_26_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"S. l., remise des prix « La vie économique 1981 ».";"discours dactylographié";27/11/1981;27/11/1981;"680AP_173_27_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_27_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Paris, discussion du budget devant le Sénat.";"discours dactylographié";02/12/1981;02/12/1981;"680AP_173_28_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_28_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Toulouse (Haute-Garonne), congrès de la Fédération nationale des élus socialistes et républicains (FNSER).";"discours dactylographié";05/12/1981;05/12/1981;"680AP_173_29_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_29_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Paris, présentation du Plan intérimaire devant l'Assemblée nationale.";"discours dactylographié";11/12/1981;11/12/1981;"680AP_173_30_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_30_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Poitiers (Poitou-Charente), déplacement en région.";"discours dactylographié";17/12/1981;17/12/1981;"680AP_173_31_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_31_01\ocr_discours.txt"
"c-1ob0v1nii4l-18ma2mh7hc5hb";"680AP/173";"Février-décembre 1981";1981;"1981-01-01/1981-12-31";"Angoulême (Charente), déplacement en région.";"discours dactylographié";18/12/1981;18/12/1981;"680AP_173_32_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_173_32_01\ocr_discours.txt"
"c-2qn4d7p2w-9oq59llrcba2";"680AP/174-680AP/176";1982;1982;"1982-01-01/1982-12-31";;;;;;
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Francfort (Allemagne), Frankfurterhof.";"discours dactylographié annoté";12/01/1982;12/01/1982;"680AP_174_01_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_01_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Paris, prix de l'Expansion économique régionale, journal La vie française.";"discours dactylographié annoté ; correspondance annotée";14/01/1982;14/01/1982;"680AP_174_02_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_02_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Sarcelles (Val d'Oise), clôture du colloque de la Société française des urbanistes.";"discours dactylographié ; correspondance annotée";15/01/1982;15/01/1982;"680AP_174_03_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_03_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Charleville-Mézières (Marne), déplacement dans le département.";"discours dactylographiés";26/01/1982;26/01/1982;"680AP_174_04_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_04_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Châlons-sur-Marne (Marne), déplacement dans le département.";"discours dactylographiés";26/01/1982;26/01/1982;"680AP_174_05_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_05_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Paris, intervention devant la Chase Mahnattan Bank.";"discours dactylographié en anglais ; correspondance annotée";28/01/1982;28/01/1982;"680AP_174_06_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_06_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"S. l., intervention devant l'International herald tribune.";"discours dactylographié annoté";09/02/1982;09/02/1982;"680AP_174_07_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_07_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"La Rochelle (Charente-maritime), déplacement dans le département.";"discours dactylographiés annotés";09/03/1982;09/03/1982;"680AP_174_08_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_08_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Rochefort-sur-mer (Charente-maritime), déplacement dans le département.";"discours dactylographiés annotés";09/03/1982;09/03/1982;"680AP_174_09_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_09_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Paris, colloque « Les entreprises en difficulté ».";"discours dactylographié ; correspondance";18/03/1982;20/03/1982;"680AP_174_10_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_10_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Paris, congrès de la Fédération nationale des sociétés coopératives d'HLM.";"discours dactylographié";19/03/1982;19/03/1982;"680AP_174_11_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_11_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Rome (Italie), université Luiss.";"discours dactylographié annoté";26/03/1982;26/03/1982;"680AP_174_12_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_12_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Florence (italie), Institut universitaire européen.";"discours dactylographié annoté";26/03/1982;26/03/1982;"680AP_174_13_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_13_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"S. l., assemblée générale annuelle du Groupement national de la coopération.";"discours dactylographié";31/03/1982;31/03/1982;"680AP_174_14_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_14_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Paris, mise en place de la Commission nationale sur les informations graphiques.";"discours dactylographié annoté";15/04/1982;15/04/1982;"680AP_174_15_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_15_01\ocr_discours.txt"
"c-2rby051me-1ugjuhcaz5lx4";"680AP/174";"Janvier-avril";1982;"1982-01-01/1982-12-31";"Grenoble (Isère), inauguration du salon de l'aménagement de la montagne.";"discours dactylographié";21/04/1982;21/04/1982;"680AP_174_17_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_174_17_01\ocr_discours.txt"
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Lyon (Rhône), 64e congrès national de la Confédération nationale de la mutualité, de la coopération et du crédit agricole (CNMCCA).";"correspondance annotée";04/05/1982;06/05/1982;"#N/D";
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Bordeaux (Gironde), 30e congrès national de la Mutualité française.";"discours dactylographiés du président René Teulade et de Pierre Roussel, délégué à l'Économie nationale";06/05/1982;09/05/1982;"#N/D";
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Paris, congrès du Mouvement contre le racisme et pour l'amitié entre les peuples (MRAP).";"correspondance annotée";08/05/1982;09/05/1982;"#N/D";
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Paris, 1er forum du Centre d'étude et de réflexion pour la promotion de l'agriculture et des industries agricoles et alimentaires (CERPIAA).";"discours dactylographié annoté ; discours et notes manuscrites et de Jean-Paul Huchon ; correspondance ; documentation";11/05/1982;11/05/1982;"680AP_175_01_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_175_01_01\ocr_discours.txt"
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Edimbourg (Royaume-Uni), conférence du Conseil franco-britannique.";"discours dactylographié annoté ; correspondance";14/05/1982;16/05/1982;"680AP_175_02_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_175_02_01\ocr_discours.txt"
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Paris, colloque du Grand Orient de France sur l'économie sociale.";"discours dactylographié annoté";22/05/1982;22/05/1982;"680AP_175_03_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_175_03_01\ocr_discours.txt"
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Les Rousses (Jura), congrès de la Fédération française d'économie montagnarde.";"correspondance";27/05/1982;27/05/1982;"#N/D";
"c-2rgc14op2-73pibm2z0tia";"680AP/175";"Mai";1982;"1982-01-01/1982-12-31";"Viry-Châtillon (Essonne), inauguration de la mairie.";"discours dactylographié annoté";28/05/1982;28/05/1982;"680AP_175_04_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_175_04_01\ocr_discours.txt"
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Troyes (Aube), congrès du Centre national des jeunes agriculteurs (CNJA).";"discours dactylographié ; correspondance ; documentation";02/06/1982;02/06/1982;"680AP_176_01_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_176_01_01\ocr_discours.txt"
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Paris, réunion annuelle de la Society of international treasures.";"correspondance";02/06/1982;02/06/1982;"#N/D";
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Grenoble (Isère), 5e assises nationales des Chambres de commerce et d'industrie (CCI).";"discours dactylographié ; correspondance";03/06/1982;03/06/1982;"680AP_176_02_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_176_02_01\ocr_discours.txt"
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Strasbourg (Bas-Rhin), congrès annuel du Groupe des banques populaires.";"correspondance";10/06/1982;11/06/1982;"#N/D";
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Mâcon (Saone-et-Loire), États généraux des pays.";"correspondance ; notes manuscrites";11/06/1982;12/06/1982;"#N/D";
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Paris, conférence de l'Association des administrateurs de l'Institut nationale de la statistique et des études économiques (INSEE).";"correspondance";15/06/1982;15/06/1982;"#N/D";
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Versailles (Yvelines), 4e congrès de l'Association des économistes d'entreprise.";"discours dactylographié ; correspondance";16/06/1982;16/06/1982;"680AP_176_03_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_176_03_01\ocr_discours.txt"
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Paris, réunion de la Fédération protestante de France.";"correspondance ; procès verbal de la réunion ; documentation";24/06/1982;24/06/1982;"#N/D";
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Paris, commission Grégoire.";"discours dactylographié ; entretien ; notes manuscrites";24/06/1982;24/06/1982;"680AP_176_04_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_176_04_01\ocr_discours.txt"
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Draguignan (Var), inauguration de la foire provencale de l'olive.";"correspondance";26/06/1982;26/06/1982;"#N/D";
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Houilles (Yvelines), obsèque de Philippe Machefer.";"discours dactylographié";19/08/1982;19/08/1982;"680AP_176_05_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_176_05_01\ocr_discours.txt"
"c-2rhtsp4jx--12ox8r45ezlzk";"680AP/176";"Juin-décembre";1982;"1982-01-01/1982-12-31";"Paris, installation de la Commission nationale de Planification.";"discours dactylographié";08/09/1982;08/09/1982;"680AP_176_06_01";"..\Rocard - Discours - Archives numérisées (FRAN_IR_050330)\680AP_176_06_01\ocr_discours.txt"
